Ár,Tekju- og gjaldaliðir,Tegund skipa,Rekstraryfirlit fiskveiða 1997-2024
2013,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,2274
2013,Hreinn hagnaður - árgreiðsla,Frystitogarar,7604
2013,"sem hlutfall af tekjum, %",Samtals,10.4
2013,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-7.4
2013,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,11.0
2013,"sem hlutfall af tekjum, %",Bátar > 200 brl.,9.2
2013,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,10.0
2013,"sem hlutfall af tekjum, %",Ísfisktogarar,10.7
2013,"sem hlutfall af tekjum, %",Frystitogarar,12.7
2014,1. Tekjur alls,Samtals,142927
2014,1. Tekjur alls,Bátar undir 10 brl.,6919
2014,1. Tekjur alls,Bátar 10-200 brl.,24016
2014,1. Tekjur alls,Bátar > 200 brl.,28117
2014,1. Tekjur alls,Uppsjávarveiðiskip,15448
2014,1. Tekjur alls,Ísfisktogarar,20355
2014,1. Tekjur alls,Frystitogarar,48072
2014,1.1  Útflutningstekjur,Samtals,48574
2014,1.1  Útflutningstekjur,Bátar undir 10 brl.,175
2014,1.1  Útflutningstekjur,Bátar 10-200 brl.,126
2014,1.1  Útflutningstekjur,Bátar > 200 brl.,2113
2014,1.1  Útflutningstekjur,Uppsjávarveiðiskip,.
2014,1.1  Útflutningstekjur,Ísfisktogarar,2209
2014,1.1  Útflutningstekjur,Frystitogarar,43951
2014,1.2  Selt hráefni,Samtals,87736
2014,1.2  Selt hráefni,Bátar undir 10 brl.,6394
2014,1.2  Selt hráefni,Bátar 10-200 brl.,21406
2014,1.2  Selt hráefni,Bátar > 200 brl.,25044
2014,1.2  Selt hráefni,Uppsjávarveiðiskip,15132
2014,1.2  Selt hráefni,Ísfisktogarar,17572
2014,1.2  Selt hráefni,Frystitogarar,2188
2014,1.3  Aðrar tekjur,Samtals,6618
2014,1.3  Aðrar tekjur,Bátar undir 10 brl.,349
2014,1.3  Aðrar tekjur,Bátar 10-200 brl.,2484
2014,1.3  Aðrar tekjur,Bátar > 200 brl.,960
2014,1.3  Aðrar tekjur,Uppsjávarveiðiskip,316
2014,1.3  Aðrar tekjur,Ísfisktogarar,574
2014,1.3  Aðrar tekjur,Frystitogarar,1934
2014,2  Gjöld alls,Samtals,113734
2014,2  Gjöld alls,Bátar undir 10 brl.,5755
2014,2  Gjöld alls,Bátar 10-200 brl.,17952
2014,2  Gjöld alls,Bátar > 200 brl.,21678
2014,2  Gjöld alls,Uppsjávarveiðiskip,14650
2014,2  Gjöld alls,Ísfisktogarar,16272
2014,2  Gjöld alls,Frystitogarar,37427
2014,2.1  Aflahlutir,Samtals,37315
2014,2.1  Aflahlutir,Bátar undir 10 brl.,1288
2014,2.1  Aflahlutir,Bátar 10-200 brl.,5119
2014,2.1  Aflahlutir,Bátar > 200 brl.,7236
2014,2.1  Aflahlutir,Uppsjávarveiðiskip,4106
2014,2.1  Aflahlutir,Ísfisktogarar,5212
2014,2.1  Aflahlutir,Frystitogarar,14355
2014,2.2  Önnur laun,Samtals,7021
2014,2.2  Önnur laun,Bátar undir 10 brl.,220
2014,2.2  Önnur laun,Bátar 10-200 brl.,2176
2014,2.2  Önnur laun,Bátar > 200 brl.,1769
2014,2.2  Önnur laun,Uppsjávarveiðiskip,520
2014,2.2  Önnur laun,Ísfisktogarar,934
2014,2.2  Önnur laun,Frystitogarar,1401
2014,2.3  Launatengd gjöld,Samtals,6214
2014,2.3  Launatengd gjöld,Bátar undir 10 brl.,252
2014,2.3  Launatengd gjöld,Bátar 10-200 brl.,766
2014,2.3  Launatengd gjöld,Bátar > 200 brl.,1110
2014,2.3  Launatengd gjöld,Uppsjávarveiðiskip,421
2014,2.3  Launatengd gjöld,Ísfisktogarar,1236
2014,2.3  Launatengd gjöld,Frystitogarar,2429
2014,2.4  Olíur,Samtals,15699
2014,2.4  Olíur,Bátar undir 10 brl.,762
2014,2.4  Olíur,Bátar 10-200 brl.,1795
2014,2.4  Olíur,Bátar > 200 brl.,2108
2014,2.4  Olíur,Uppsjávarveiðiskip,2878
2014,2.4  Olíur,Ísfisktogarar,2321
2014,2.4  Olíur,Frystitogarar,5836
2014,2.5  Veiðarfæri,Samtals,3520
2014,2.5  Veiðarfæri,Bátar undir 10 brl.,141
2014,2.5  Veiðarfæri,Bátar 10-200 brl.,358
2014,2.5  Veiðarfæri,Bátar > 200 brl.,443
2014,2.5  Veiðarfæri,Uppsjávarveiðiskip,930
2014,2.5  Veiðarfæri,Ísfisktogarar,527
2014,2.5  Veiðarfæri,Frystitogarar,1121
2014,2.6  Viðhald,Samtals,8639
2014,2.6  Viðhald,Bátar undir 10 brl.,573
2014,2.6  Viðhald,Bátar 10-200 brl.,1141
2014,2.6  Viðhald,Bátar > 200 brl.,1426
2014,2.6  Viðhald,Uppsjávarveiðiskip,1257
2014,2.6  Viðhald,Ísfisktogarar,1309
2014,2.6  Viðhald,Frystitogarar,2932
2014,2.7  Frystikostn. umbúðir og fl.,Samtals,1293
2014,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2014,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2014,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2014,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2014,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2014,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,.
2014,2.8  Flutningskostnaður,Samtals,1497
2014,2.8  Flutningskostnaður,Bátar undir 10 brl.,324
2014,2.8  Flutningskostnaður,Bátar 10-200 brl.,424
2014,2.8  Flutningskostnaður,Bátar > 200 brl.,79
2014,2.8  Flutningskostnaður,Uppsjávarveiðiskip,23
2014,2.8  Flutningskostnaður,Ísfisktogarar,67
2014,2.8  Flutningskostnaður,Frystitogarar,579
2014,2.9  Laun v/skrifstofu,Samtals,1425
2014,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,.
2014,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,116
2014,2.9  Laun v/skrifstofu,Bátar > 200 brl.,166
2014,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,277
2014,2.9  Laun v/skrifstofu,Ísfisktogarar,200
2014,2.9  Laun v/skrifstofu,Frystitogarar,666
2014,2.10 Skrifst.kostnaður,Samtals,4091
2014,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,595
2014,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,937
2014,2.10 Skrifst.kostnaður,Bátar > 200 brl.,871
2014,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,390
2014,2.10 Skrifst.kostnaður,Ísfisktogarar,494
2014,2.10 Skrifst.kostnaður,Frystitogarar,803
2014,2.11  Tryggingar,Samtals,1387
2014,2.11  Tryggingar,Bátar undir 10 brl.,116
2014,2.11  Tryggingar,Bátar 10-200 brl.,264
2014,2.11  Tryggingar,Bátar > 200 brl.,207
2014,2.11  Tryggingar,Uppsjávarveiðiskip,214
2014,2.11  Tryggingar,Ísfisktogarar,173
2014,2.11  Tryggingar,Frystitogarar,413
2014,2.12 Sölukostnaður,Samtals,2144
2014,2.12 Sölukostnaður,Bátar undir 10 brl.,.
2014,2.12 Sölukostnaður,Bátar 10-200 brl.,112
2014,2.12 Sölukostnaður,Bátar > 200 brl.,637
2014,2.12 Sölukostnaður,Uppsjávarveiðiskip,1
2014,2.12 Sölukostnaður,Ísfisktogarar,567
2014,2.12 Sölukostnaður,Frystitogarar,828
2014,2.13 Löndunarkostnaður,Samtals,2307
2014,2.13 Löndunarkostnaður,Bátar undir 10 brl.,.
2014,2.13 Löndunarkostnaður,Bátar 10-200 brl.,155
2014,2.13 Löndunarkostnaður,Bátar > 200 brl.,402
2014,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,191
2014,2.13 Löndunarkostnaður,Ísfisktogarar,614
2014,2.13 Löndunarkostnaður,Frystitogarar,945
2014,2.14 Kvótaleiga,Samtals,.
2014,2.14 Kvótaleiga,Bátar undir 10 brl.,.
2014,2.14 Kvótaleiga,Bátar 10-200 brl.,.
2014,2.14 Kvótaleiga,Bátar > 200 brl.,.
2014,2.14 Kvótaleiga,Uppsjávarveiðiskip,.
2014,2.14 Kvótaleiga,Ísfisktogarar,.
2014,2.14 Kvótaleiga,Frystitogarar,.
2014,2.15 Önnur gjöld,Samtals,21183
2014,2.15 Önnur gjöld,Bátar undir 10 brl.,1482
2014,2.15 Önnur gjöld,Bátar 10-200 brl.,4590
2014,2.15 Önnur gjöld,Bátar > 200 brl.,5225
2014,2.15 Önnur gjöld,Uppsjávarveiðiskip,3442
2014,2.15 Önnur gjöld,Ísfisktogarar,2618
2014,2.15 Önnur gjöld,Frystitogarar,3826
2014,Verg hlutdeild fjármagns (EBITDA),Samtals,29193
2014,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1164
2014,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,6064
2014,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,6439
2014,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,798
2014,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,4083
2014,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,10645
2014,"EBITDA sem hlutfall af tekjum, %",Samtals,20.4
2014,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,16.8
2014,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,25.3
2014,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,22.9
2014,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,5.2
2014,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,20.1
2014,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,22.1
2014,Afskriftir,Samtals,7590
2014,Afskriftir,Bátar undir 10 brl.,619
2014,Afskriftir,Bátar 10-200 brl.,817
2014,Afskriftir,Bátar > 200 brl.,1382
2014,Afskriftir,Uppsjávarveiðiskip,1671
2014,Afskriftir,Ísfisktogarar,691
2014,Afskriftir,Frystitogarar,2410
2014,Verðbreytingarfærsla og vextir,Samtals,6730
2014,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,343
2014,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,2046
2014,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,954
2014,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,-5
2014,Verðbreytingarfærsla og vextir,Ísfisktogarar,384
2014,Verðbreytingarfærsla og vextir,Frystitogarar,3008
2014,Hreinn hagnaður (EBT),Samtals,14873
2014,Hreinn hagnaður (EBT),Bátar undir 10 brl.,203
2014,Hreinn hagnaður (EBT),Bátar 10-200 brl.,3201
2014,Hreinn hagnaður (EBT),Bátar > 200 brl.,4103
2014,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,-869
2014,Hreinn hagnaður (EBT),Ísfisktogarar,3008
2014,Hreinn hagnaður (EBT),Frystitogarar,5227
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,10.4
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,2.9
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,13.3
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,14.6
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-5.6
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,14.8
2014,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,10.9
2014,"Árgreiðsla, 6%",Samtals,15711.0
2014,"Árgreiðsla, 6%",Bátar undir 10 brl.,1290.0
2014,"Árgreiðsla, 6%",Bátar 10-200 brl.,1864.0
2014,"Árgreiðsla, 6%",Bátar > 200 brl.,2998.0
2014,"Árgreiðsla, 6%",Uppsjávarveiðiskip,3658.0
2014,"Árgreiðsla, 6%",Ísfisktogarar,1796.0
2014,"Árgreiðsla, 6%",Frystitogarar,4105.0
2014,Hreinn hagnaður - árgreiðsla,Samtals,13482
2014,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-126
2014,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,4201
2014,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,3440
2014,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-2860
2014,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,2287
2014,Hreinn hagnaður - árgreiðsla,Frystitogarar,6540
2014,"sem hlutfall af tekjum, %",Samtals,9.4
2014,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-1.8
2014,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,17.5
2014,"sem hlutfall af tekjum, %",Bátar > 200 brl.,12.2
2014,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-18.5
2014,"sem hlutfall af tekjum, %",Ísfisktogarar,11.2
2014,"sem hlutfall af tekjum, %",Frystitogarar,13.6
2015,1. Tekjur alls,Samtals,154574
2015,1. Tekjur alls,Bátar undir 10 brl.,7575
2015,1. Tekjur alls,Bátar 10-200 brl.,24320
2015,1. Tekjur alls,Bátar > 200 brl.,28166
2015,1. Tekjur alls,Uppsjávarveiðiskip,21613
2015,1. Tekjur alls,Ísfisktogarar,24057
2015,1. Tekjur alls,Frystitogarar,48843
2015,1.1  Útflutningstekjur,Samtals,48861
2015,1.1  Útflutningstekjur,Bátar undir 10 brl.,.
2015,1.1  Útflutningstekjur,Bátar 10-200 brl.,348
2015,1.1  Útflutningstekjur,Bátar > 200 brl.,2038
2015,1.1  Útflutningstekjur,Uppsjávarveiðiskip,171
2015,1.1  Útflutningstekjur,Ísfisktogarar,2337
2015,1.1  Útflutningstekjur,Frystitogarar,43965
2015,1.2  Selt hráefni,Samtals,101263
2015,1.2  Selt hráefni,Bátar undir 10 brl.,7037
2015,1.2  Selt hráefni,Bátar 10-200 brl.,22906
2015,1.2  Selt hráefni,Bátar > 200 brl.,25741
2015,1.2  Selt hráefni,Uppsjávarveiðiskip,20014
2015,1.2  Selt hráefni,Ísfisktogarar,21310
2015,1.2  Selt hráefni,Frystitogarar,4254
2015,1.3  Aðrar tekjur,Samtals,4450
2015,1.3  Aðrar tekjur,Bátar undir 10 brl.,538
2015,1.3  Aðrar tekjur,Bátar 10-200 brl.,1066
2015,1.3  Aðrar tekjur,Bátar > 200 brl.,387
2015,1.3  Aðrar tekjur,Uppsjávarveiðiskip,1427
2015,1.3  Aðrar tekjur,Ísfisktogarar,409
2015,1.3  Aðrar tekjur,Frystitogarar,623
2015,2  Gjöld alls,Samtals,114225
2015,2  Gjöld alls,Bátar undir 10 brl.,6428
2015,2  Gjöld alls,Bátar 10-200 brl.,16548
2015,2  Gjöld alls,Bátar > 200 brl.,19441
2015,2  Gjöld alls,Uppsjávarveiðiskip,16917
2015,2  Gjöld alls,Ísfisktogarar,16787
2015,2  Gjöld alls,Frystitogarar,38103
2015,2.1  Aflahlutir,Samtals,41003
2015,2.1  Aflahlutir,Bátar undir 10 brl.,1379
2015,2.1  Aflahlutir,Bátar 10-200 brl.,5518
2015,2.1  Aflahlutir,Bátar > 200 brl.,7399
2015,2.1  Aflahlutir,Uppsjávarveiðiskip,5474
2015,2.1  Aflahlutir,Ísfisktogarar,6247
2015,2.1  Aflahlutir,Frystitogarar,14985
2015,2.2  Önnur laun,Samtals,4380
2015,2.2  Önnur laun,Bátar undir 10 brl.,208
2015,2.2  Önnur laun,Bátar 10-200 brl.,795
2015,2.2  Önnur laun,Bátar > 200 brl.,753
2015,2.2  Önnur laun,Uppsjávarveiðiskip,221
2015,2.2  Önnur laun,Ísfisktogarar,839
2015,2.2  Önnur laun,Frystitogarar,1566
2015,2.3  Launatengd gjöld,Samtals,8924
2015,2.3  Launatengd gjöld,Bátar undir 10 brl.,282
2015,2.3  Launatengd gjöld,Bátar 10-200 brl.,1248
2015,2.3  Launatengd gjöld,Bátar > 200 brl.,1719
2015,2.3  Launatengd gjöld,Uppsjávarveiðiskip,792
2015,2.3  Launatengd gjöld,Ísfisktogarar,1431
2015,2.3  Launatengd gjöld,Frystitogarar,3453
2015,2.4  Olíur,Samtals,13203
2015,2.4  Olíur,Bátar undir 10 brl.,660
2015,2.4  Olíur,Bátar 10-200 brl.,1789
2015,2.4  Olíur,Bátar > 200 brl.,1466
2015,2.4  Olíur,Uppsjávarveiðiskip,2525
2015,2.4  Olíur,Ísfisktogarar,2119
2015,2.4  Olíur,Frystitogarar,4644
2015,2.5  Veiðarfæri,Samtals,3962
2015,2.5  Veiðarfæri,Bátar undir 10 brl.,283
2015,2.5  Veiðarfæri,Bátar 10-200 brl.,358
2015,2.5  Veiðarfæri,Bátar > 200 brl.,431
2015,2.5  Veiðarfæri,Uppsjávarveiðiskip,1056
2015,2.5  Veiðarfæri,Ísfisktogarar,503
2015,2.5  Veiðarfæri,Frystitogarar,1331
2015,2.6  Viðhald,Samtals,9088
2015,2.6  Viðhald,Bátar undir 10 brl.,790
2015,2.6  Viðhald,Bátar 10-200 brl.,965
2015,2.6  Viðhald,Bátar > 200 brl.,1522
2015,2.6  Viðhald,Uppsjávarveiðiskip,1628
2015,2.6  Viðhald,Ísfisktogarar,949
2015,2.6  Viðhald,Frystitogarar,3234
2015,2.7  Frystikostn. umbúðir og fl.,Samtals,1120
2015,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2015,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2015,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2015,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2015,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2015,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,1120
2015,2.8  Flutningskostnaður,Samtals,1693
2015,2.8  Flutningskostnaður,Bátar undir 10 brl.,378
2015,2.8  Flutningskostnaður,Bátar 10-200 brl.,441
2015,2.8  Flutningskostnaður,Bátar > 200 brl.,65
2015,2.8  Flutningskostnaður,Uppsjávarveiðiskip,35
2015,2.8  Flutningskostnaður,Ísfisktogarar,89
2015,2.8  Flutningskostnaður,Frystitogarar,685
2015,2.9  Laun v/skrifstofu,Samtals,1834
2015,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,1
2015,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,141
2015,2.9  Laun v/skrifstofu,Bátar > 200 brl.,254
2015,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,191
2015,2.9  Laun v/skrifstofu,Ísfisktogarar,301
2015,2.9  Laun v/skrifstofu,Frystitogarar,948
2015,2.10 Skrifst.kostnaður,Samtals,3977
2015,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,687
2015,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,990
2015,2.10 Skrifst.kostnaður,Bátar > 200 brl.,468
2015,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,613
2015,2.10 Skrifst.kostnaður,Ísfisktogarar,414
2015,2.10 Skrifst.kostnaður,Frystitogarar,806
2015,2.11  Tryggingar,Samtals,1650
2015,2.11  Tryggingar,Bátar undir 10 brl.,123
2015,2.11  Tryggingar,Bátar 10-200 brl.,202
2015,2.11  Tryggingar,Bátar > 200 brl.,268
2015,2.11  Tryggingar,Uppsjávarveiðiskip,391
2015,2.11  Tryggingar,Ísfisktogarar,218
2015,2.11  Tryggingar,Frystitogarar,448
2015,2.12 Sölukostnaður,Samtals,2004
2015,2.12 Sölukostnaður,Bátar undir 10 brl.,2
2015,2.12 Sölukostnaður,Bátar 10-200 brl.,170
2015,2.12 Sölukostnaður,Bátar > 200 brl.,469
2015,2.12 Sölukostnaður,Uppsjávarveiðiskip,36
2015,2.12 Sölukostnaður,Ísfisktogarar,596
2015,2.12 Sölukostnaður,Frystitogarar,732
2015,2.13 Löndunarkostnaður,Samtals,2401
2015,2.13 Löndunarkostnaður,Bátar undir 10 brl.,1
2015,2.13 Löndunarkostnaður,Bátar 10-200 brl.,145
2015,2.13 Löndunarkostnaður,Bátar > 200 brl.,452
2015,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,323
2015,2.13 Löndunarkostnaður,Ísfisktogarar,625
2015,2.13 Löndunarkostnaður,Frystitogarar,855
2015,2.14 Kvótaleiga,Samtals,.
2015,2.14 Kvótaleiga,Bátar undir 10 brl.,.
2015,2.14 Kvótaleiga,Bátar 10-200 brl.,.
2015,2.14 Kvótaleiga,Bátar > 200 brl.,.
2015,2.14 Kvótaleiga,Uppsjávarveiðiskip,.
2015,2.14 Kvótaleiga,Ísfisktogarar,.
2015,2.14 Kvótaleiga,Frystitogarar,.
2015,2.15 Önnur gjöld,Samtals,18985
2015,2.15 Önnur gjöld,Bátar undir 10 brl.,1635
2015,2.15 Önnur gjöld,Bátar 10-200 brl.,3788
2015,2.15 Önnur gjöld,Bátar > 200 brl.,4176
2015,2.15 Önnur gjöld,Uppsjávarveiðiskip,3633
2015,2.15 Önnur gjöld,Ísfisktogarar,2456
2015,2.15 Önnur gjöld,Frystitogarar,3296
2015,Verg hlutdeild fjármagns (EBITDA),Samtals,40349
2015,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1147
2015,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,7772
2015,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,8725
2015,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,4696
2015,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,7270
2015,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,10739
2015,"EBITDA sem hlutfall af tekjum, %",Samtals,26.1
2015,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,15.1
2015,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,32.0
2015,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,31.0
2015,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,21.7
2015,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,30.2
2015,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,22.0
2015,Afskriftir,Samtals,6904
2015,Afskriftir,Bátar undir 10 brl.,785
2015,Afskriftir,Bátar 10-200 brl.,846
2015,Afskriftir,Bátar > 200 brl.,1136
2015,Afskriftir,Uppsjávarveiðiskip,1945
2015,Afskriftir,Ísfisktogarar,715
2015,Afskriftir,Frystitogarar,1477
2015,Verðbreytingarfærsla og vextir,Samtals,2344
2015,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,291
2015,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,648
2015,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,195
2015,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,89
2015,Verðbreytingarfærsla og vextir,Ísfisktogarar,357
2015,Verðbreytingarfærsla og vextir,Frystitogarar,765
2015,Hreinn hagnaður (EBT),Samtals,31100
2015,Hreinn hagnaður (EBT),Bátar undir 10 brl.,71
2015,Hreinn hagnaður (EBT),Bátar 10-200 brl.,6278
2015,Hreinn hagnaður (EBT),Bátar > 200 brl.,7394
2015,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,2662
2015,Hreinn hagnaður (EBT),Ísfisktogarar,6198
2015,Hreinn hagnaður (EBT),Frystitogarar,8497
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,20.1
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,0.9
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,25.8
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,26.3
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,12.3
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,25.8
2015,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,17.4
2015,"Árgreiðsla, 6%",Samtals,16325.0
2015,"Árgreiðsla, 6%",Bátar undir 10 brl.,1205.0
2015,"Árgreiðsla, 6%",Bátar 10-200 brl.,1785.0
2015,"Árgreiðsla, 6%",Bátar > 200 brl.,2920.0
2015,"Árgreiðsla, 6%",Uppsjávarveiðiskip,4699.0
2015,"Árgreiðsla, 6%",Ísfisktogarar,1883.0
2015,"Árgreiðsla, 6%",Frystitogarar,3833.0
2015,Hreinn hagnaður - árgreiðsla,Samtals,24024
2015,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-58
2015,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,5986
2015,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,5805
2015,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-3
2015,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,5388
2015,Hreinn hagnaður - árgreiðsla,Frystitogarar,6906
2015,"sem hlutfall af tekjum, %",Samtals,15.5
2015,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-0.8
2015,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,24.6
2015,"sem hlutfall af tekjum, %",Bátar > 200 brl.,20.6
2015,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,0.0
2015,"sem hlutfall af tekjum, %",Ísfisktogarar,22.4
2015,"sem hlutfall af tekjum, %",Frystitogarar,14.1
2016,1. Tekjur alls,Samtals,137559
2016,1. Tekjur alls,Bátar undir 10 brl.,5790
2016,1. Tekjur alls,Bátar 10-200 brl.,25175
2016,1. Tekjur alls,Bátar > 200 brl.,25825
2016,1. Tekjur alls,Uppsjávarveiðiskip,17980
2016,1. Tekjur alls,Ísfisktogarar,22210
2016,1. Tekjur alls,Frystitogarar,40579
2016,1.1  Útflutningstekjur,Samtals,42888
2016,1.1  Útflutningstekjur,Bátar undir 10 brl.,0
2016,1.1  Útflutningstekjur,Bátar 10-200 brl.,375
2016,1.1  Útflutningstekjur,Bátar > 200 brl.,2008
2016,1.1  Útflutningstekjur,Uppsjávarveiðiskip,333
2016,1.1  Útflutningstekjur,Ísfisktogarar,3162
2016,1.1  Útflutningstekjur,Frystitogarar,37010
2016,1.2  Selt hráefni,Samtals,90134
2016,1.2  Selt hráefni,Bátar undir 10 brl.,5423
2016,1.2  Selt hráefni,Bátar 10-200 brl.,23570
2016,1.2  Selt hráefni,Bátar > 200 brl.,23076
2016,1.2  Selt hráefni,Uppsjávarveiðiskip,16271
2016,1.2  Selt hráefni,Ísfisktogarar,18769
2016,1.2  Selt hráefni,Frystitogarar,3025
2016,1.3  Aðrar tekjur,Samtals,4538
2016,1.3  Aðrar tekjur,Bátar undir 10 brl.,367
2016,1.3  Aðrar tekjur,Bátar 10-200 brl.,1230
2016,1.3  Aðrar tekjur,Bátar > 200 brl.,741
2016,1.3  Aðrar tekjur,Uppsjávarveiðiskip,1376
2016,1.3  Aðrar tekjur,Ísfisktogarar,279
2016,1.3  Aðrar tekjur,Frystitogarar,545
2016,2  Gjöld alls,Samtals,104237
2016,2  Gjöld alls,Bátar undir 10 brl.,4990
2016,2  Gjöld alls,Bátar 10-200 brl.,18320
2016,2  Gjöld alls,Bátar > 200 brl.,20362
2016,2  Gjöld alls,Uppsjávarveiðiskip,12862
2016,2  Gjöld alls,Ísfisktogarar,16846
2016,2  Gjöld alls,Frystitogarar,30857
2016,2.1  Aflahlutir,Samtals,36413
2016,2.1  Aflahlutir,Bátar undir 10 brl.,1093
2016,2.1  Aflahlutir,Bátar 10-200 brl.,5843
