Ár,Tekju- og gjaldaliðir,Tegund skipa,Rekstraryfirlit fiskveiða 1997-2024
2011,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,28.7
2011,Afskriftir,Samtals,7518
2011,Afskriftir,Bátar undir 10 brl.,569
2011,Afskriftir,Bátar 10-200 brl.,666
2011,Afskriftir,Bátar > 200 brl.,919
2011,Afskriftir,Uppsjávarveiðiskip,1447
2011,Afskriftir,Ísfisktogarar,872
2011,Afskriftir,Frystitogarar,3044
2011,Verðbreytingarfærsla og vextir,Samtals,11239
2011,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,114
2011,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,1843
2011,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,2110
2011,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,651
2011,Verðbreytingarfærsla og vextir,Ísfisktogarar,2529
2011,Verðbreytingarfærsla og vextir,Frystitogarar,3993
2011,Hreinn hagnaður (EBT),Samtals,23218
2011,Hreinn hagnaður (EBT),Bátar undir 10 brl.,344
2011,Hreinn hagnaður (EBT),Bátar 10-200 brl.,2428
2011,Hreinn hagnaður (EBT),Bátar > 200 brl.,1818
2011,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,3972
2011,Hreinn hagnaður (EBT),Ísfisktogarar,2216
2011,Hreinn hagnaður (EBT),Frystitogarar,12440
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,14.6
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,4.9
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,10.8
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,7.6
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,21.6
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,11.3
2011,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,18.3
2011,"Árgreiðsla, 6%",Samtals,14032.0
2011,"Árgreiðsla, 6%",Bátar undir 10 brl.,1188.7
2011,"Árgreiðsla, 6%",Bátar 10-200 brl.,1925.4
2011,"Árgreiðsla, 6%",Bátar > 200 brl.,2372.0
2011,"Árgreiðsla, 6%",Uppsjávarveiðiskip,2197.6
2011,"Árgreiðsla, 6%",Ísfisktogarar,1582.2
2011,"Árgreiðsla, 6%",Frystitogarar,4766.0
2011,Hreinn hagnaður - árgreiðsla,Samtals,27942
2011,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-162
2011,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,3012
2011,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,2475
2011,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,3872
2011,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,4035
2011,Hreinn hagnaður - árgreiðsla,Frystitogarar,14710
2011,"sem hlutfall af tekjum, %",Samtals,17.6
2011,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-2.3
2011,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,13.4
2011,"sem hlutfall af tekjum, %",Bátar > 200 brl.,10.4
2011,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,21.1
2011,"sem hlutfall af tekjum, %",Ísfisktogarar,20.6
2011,"sem hlutfall af tekjum, %",Frystitogarar,21.7
2012,1. Tekjur alls,Samtals,164397
2012,1. Tekjur alls,Bátar undir 10 brl.,7433
2012,1. Tekjur alls,Bátar 10-200 brl.,23209
2012,1. Tekjur alls,Bátar > 200 brl.,25256
2012,1. Tekjur alls,Uppsjávarveiðiskip,22819
2012,1. Tekjur alls,Ísfisktogarar,21971
2012,1. Tekjur alls,Frystitogarar,63708
2012,1.1  Útflutningstekjur,Samtals,64432
2012,1.1  Útflutningstekjur,Bátar undir 10 brl.,50
2012,1.1  Útflutningstekjur,Bátar 10-200 brl.,137
2012,1.1  Útflutningstekjur,Bátar > 200 brl.,1768
2012,1.1  Útflutningstekjur,Uppsjávarveiðiskip,54
2012,1.1  Útflutningstekjur,Ísfisktogarar,3666
2012,1.1  Útflutningstekjur,Frystitogarar,58756
2012,1.2  Selt hráefni,Samtals,94843
2012,1.2  Selt hráefni,Bátar undir 10 brl.,7002
2012,1.2  Selt hráefni,Bátar 10-200 brl.,22235
2012,1.2  Selt hráefni,Bátar > 200 brl.,22725
2012,1.2  Selt hráefni,Uppsjávarveiðiskip,22310
2012,1.2  Selt hráefni,Ísfisktogarar,17407
2012,1.2  Selt hráefni,Frystitogarar,3164
2012,1.3  Aðrar tekjur,Samtals,5121
2012,1.3  Aðrar tekjur,Bátar undir 10 brl.,381
2012,1.3  Aðrar tekjur,Bátar 10-200 brl.,837
2012,1.3  Aðrar tekjur,Bátar > 200 brl.,763
2012,1.3  Aðrar tekjur,Uppsjávarveiðiskip,455
2012,1.3  Aðrar tekjur,Ísfisktogarar,897
2012,1.3  Aðrar tekjur,Frystitogarar,1788
2012,2  Gjöld alls,Samtals,123252
2012,2  Gjöld alls,Bátar undir 10 brl.,6603
2012,2  Gjöld alls,Bátar 10-200 brl.,16661
2012,2  Gjöld alls,Bátar > 200 brl.,19511
2012,2  Gjöld alls,Uppsjávarveiðiskip,16108
2012,2  Gjöld alls,Ísfisktogarar,16275
2012,2  Gjöld alls,Frystitogarar,48095
2012,2.1  Aflahlutir,Samtals,44047
2012,2.1  Aflahlutir,Bátar undir 10 brl.,1380
2012,2.1  Aflahlutir,Bátar 10-200 brl.,5318
2012,2.1  Aflahlutir,Bátar > 200 brl.,6538
2012,2.1  Aflahlutir,Uppsjávarveiðiskip,6065
2012,2.1  Aflahlutir,Ísfisktogarar,5482
2012,2.1  Aflahlutir,Frystitogarar,19264
2012,2.2  Önnur laun,Samtals,7126
2012,2.2  Önnur laun,Bátar undir 10 brl.,473
2012,2.2  Önnur laun,Bátar 10-200 brl.,735
2012,2.2  Önnur laun,Bátar > 200 brl.,1853
2012,2.2  Önnur laun,Uppsjávarveiðiskip,1091
2012,2.2  Önnur laun,Ísfisktogarar,590
2012,2.2  Önnur laun,Frystitogarar,2385
2012,2.3  Launatengd gjöld,Samtals,7060
2012,2.3  Launatengd gjöld,Bátar undir 10 brl.,325
2012,2.3  Launatengd gjöld,Bátar 10-200 brl.,693
2012,2.3  Launatengd gjöld,Bátar > 200 brl.,1354
2012,2.3  Launatengd gjöld,Uppsjávarveiðiskip,413
2012,2.3  Launatengd gjöld,Ísfisktogarar,1521
2012,2.3  Launatengd gjöld,Frystitogarar,2755
2012,2.4  Olíur,Samtals,22540
2012,2.4  Olíur,Bátar undir 10 brl.,860
2012,2.4  Olíur,Bátar 10-200 brl.,2719
2012,2.4  Olíur,Bátar > 200 brl.,3309
2012,2.4  Olíur,Uppsjávarveiðiskip,3839
2012,2.4  Olíur,Ísfisktogarar,2937
2012,2.4  Olíur,Frystitogarar,8875
2012,2.5  Veiðarfæri,Samtals,3914
2012,2.5  Veiðarfæri,Bátar undir 10 brl.,142
2012,2.5  Veiðarfæri,Bátar 10-200 brl.,192
2012,2.5  Veiðarfæri,Bátar > 200 brl.,579
2012,2.5  Veiðarfæri,Uppsjávarveiðiskip,1135
2012,2.5  Veiðarfæri,Ísfisktogarar,324
2012,2.5  Veiðarfæri,Frystitogarar,1542
2012,2.6  Viðhald,Samtals,8720
2012,2.6  Viðhald,Bátar undir 10 brl.,779
2012,2.6  Viðhald,Bátar 10-200 brl.,830
2012,2.6  Viðhald,Bátar > 200 brl.,1279
2012,2.6  Viðhald,Uppsjávarveiðiskip,1487
2012,2.6  Viðhald,Ísfisktogarar,817
2012,2.6  Viðhald,Frystitogarar,3529
2012,2.7  Frystikostn. umbúðir og fl.,Samtals,1458
2012,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2012,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2012,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2012,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2012,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2012,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,1458
2012,2.8  Flutningskostnaður,Samtals,1082
2012,2.8  Flutningskostnaður,Bátar undir 10 brl.,381
2012,2.8  Flutningskostnaður,Bátar 10-200 brl.,390
2012,2.8  Flutningskostnaður,Bátar > 200 brl.,191
2012,2.8  Flutningskostnaður,Uppsjávarveiðiskip,24
2012,2.8  Flutningskostnaður,Ísfisktogarar,55
2012,2.8  Flutningskostnaður,Frystitogarar,41
2012,2.9  Laun v/skrifstofu,Samtals,526
2012,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,.
2012,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,30
2012,2.9  Laun v/skrifstofu,Bátar > 200 brl.,88
2012,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,.
2012,2.9  Laun v/skrifstofu,Ísfisktogarar,135
2012,2.9  Laun v/skrifstofu,Frystitogarar,273
2012,2.10 Skrifst.kostnaður,Samtals,4509
2012,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,679
2012,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,961
2012,2.10 Skrifst.kostnaður,Bátar > 200 brl.,1041
2012,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,298
2012,2.10 Skrifst.kostnaður,Ísfisktogarar,366
2012,2.10 Skrifst.kostnaður,Frystitogarar,1165
2012,2.11  Tryggingar,Samtals,1613
2012,2.11  Tryggingar,Bátar undir 10 brl.,117
2012,2.11  Tryggingar,Bátar 10-200 brl.,196
2012,2.11  Tryggingar,Bátar > 200 brl.,262
2012,2.11  Tryggingar,Uppsjávarveiðiskip,300
2012,2.11  Tryggingar,Ísfisktogarar,213
2012,2.11  Tryggingar,Frystitogarar,526
2012,2.12 Sölukostnaður,Samtals,2593
2012,2.12 Sölukostnaður,Bátar undir 10 brl.,.
2012,2.12 Sölukostnaður,Bátar 10-200 brl.,121
2012,2.12 Sölukostnaður,Bátar > 200 brl.,401
2012,2.12 Sölukostnaður,Uppsjávarveiðiskip,126
2012,2.12 Sölukostnaður,Ísfisktogarar,855
2012,2.12 Sölukostnaður,Frystitogarar,1090
2012,2.13 Löndunarkostnaður,Samtals,2428
2012,2.13 Löndunarkostnaður,Bátar undir 10 brl.,.
2012,2.13 Löndunarkostnaður,Bátar 10-200 brl.,96
2012,2.13 Löndunarkostnaður,Bátar > 200 brl.,549
2012,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,258
2012,2.13 Löndunarkostnaður,Ísfisktogarar,441
2012,2.13 Löndunarkostnaður,Frystitogarar,1084
2012,2.14 Kvótaleiga,Samtals,.
2012,2.14 Kvótaleiga,Bátar undir 10 brl.,.
2012,2.14 Kvótaleiga,Bátar 10-200 brl.,.
2012,2.14 Kvótaleiga,Bátar > 200 brl.,.
2012,2.14 Kvótaleiga,Uppsjávarveiðiskip,.
2012,2.14 Kvótaleiga,Ísfisktogarar,.
2012,2.14 Kvótaleiga,Frystitogarar,.
2012,2.15 Önnur gjöld,Samtals,15638
2012,2.15 Önnur gjöld,Bátar undir 10 brl.,1467
2012,2.15 Önnur gjöld,Bátar 10-200 brl.,4382
2012,2.15 Önnur gjöld,Bátar > 200 brl.,2068
2012,2.15 Önnur gjöld,Uppsjávarveiðiskip,1074
2012,2.15 Önnur gjöld,Ísfisktogarar,2539
2012,2.15 Önnur gjöld,Frystitogarar,4108
2012,Verg hlutdeild fjármagns (EBITDA),Samtals,41144
2012,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,830
2012,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,6548
2012,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,5746
2012,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,6711
2012,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,5696
2012,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,15613
2012,"EBITDA sem hlutfall af tekjum, %",Samtals,25.0
2012,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,11.2
2012,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,28.2
2012,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,22.7
2012,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,29.4
2012,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,25.9
2012,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,24.5
2012,Afskriftir,Samtals,12056
2012,Afskriftir,Bátar undir 10 brl.,750
2012,Afskriftir,Bátar 10-200 brl.,669
2012,Afskriftir,Bátar > 200 brl.,1189
2012,Afskriftir,Uppsjávarveiðiskip,1967
2012,Afskriftir,Ísfisktogarar,650
2012,Afskriftir,Frystitogarar,6831
2012,Verðbreytingarfærsla og vextir,Samtals,6969
2012,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,364
2012,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,3516
2012,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,2479
2012,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,221
2012,Verðbreytingarfærsla og vextir,Ísfisktogarar,1025
2012,Verðbreytingarfærsla og vextir,Frystitogarar,-636
2012,Hreinn hagnaður (EBT),Samtals,22119
2012,Hreinn hagnaður (EBT),Bátar undir 10 brl.,-284
2012,Hreinn hagnaður (EBT),Bátar 10-200 brl.,2363
2012,Hreinn hagnaður (EBT),Bátar > 200 brl.,2078
2012,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,4523
2012,Hreinn hagnaður (EBT),Ísfisktogarar,4021
2012,Hreinn hagnaður (EBT),Frystitogarar,9418
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,13.5
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,-3.8
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,10.2
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,8.2
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,19.8
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,18.3
2012,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,14.8
2012,"Árgreiðsla, 6%",Samtals,15733.0
2012,"Árgreiðsla, 6%",Bátar undir 10 brl.,1104.5
2012,"Árgreiðsla, 6%",Bátar 10-200 brl.,1851.3
2012,"Árgreiðsla, 6%",Bátar > 200 brl.,2551.2
2012,"Árgreiðsla, 6%",Uppsjávarveiðiskip,2906.7
2012,"Árgreiðsla, 6%",Ísfisktogarar,2008.1
2012,"Árgreiðsla, 6%",Frystitogarar,5311.0
2012,Hreinn hagnaður - árgreiðsla,Samtals,25411
2012,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-275
2012,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,4697
2012,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,3194
2012,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,3805
2012,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,3688
2012,Hreinn hagnaður - árgreiðsla,Frystitogarar,10302
2012,"sem hlutfall af tekjum, %",Samtals,15.5
2012,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-3.7
2012,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,20.2
2012,"sem hlutfall af tekjum, %",Bátar > 200 brl.,12.6
2012,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,16.7
2012,"sem hlutfall af tekjum, %",Ísfisktogarar,16.8
2012,"sem hlutfall af tekjum, %",Frystitogarar,16.2
2013,1. Tekjur alls,Samtals,157538
2013,1. Tekjur alls,Bátar undir 10 brl.,6716
2013,1. Tekjur alls,Bátar 10-200 brl.,22675
2013,1. Tekjur alls,Bátar > 200 brl.,23448
2013,1. Tekjur alls,Uppsjávarveiðiskip,23353
2013,1. Tekjur alls,Ísfisktogarar,21258
2013,1. Tekjur alls,Frystitogarar,60088
2013,1.1  Útflutningstekjur,Samtals,60120
2013,1.1  Útflutningstekjur,Bátar undir 10 brl.,5
2013,1.1  Útflutningstekjur,Bátar 10-200 brl.,91
2013,1.1  Útflutningstekjur,Bátar > 200 brl.,1312
2013,1.1  Útflutningstekjur,Uppsjávarveiðiskip,151
2013,1.1  Útflutningstekjur,Ísfisktogarar,3563
2013,1.1  Útflutningstekjur,Frystitogarar,54998
2013,1.2  Selt hráefni,Samtals,92440
2013,1.2  Selt hráefni,Bátar undir 10 brl.,6292
2013,1.2  Selt hráefni,Bátar 10-200 brl.,21656
2013,1.2  Selt hráefni,Bátar > 200 brl.,20975
2013,1.2  Selt hráefni,Uppsjávarveiðiskip,22820
2013,1.2  Selt hráefni,Ísfisktogarar,17142
2013,1.2  Selt hráefni,Frystitogarar,3556
2013,1.3  Aðrar tekjur,Samtals,4978
2013,1.3  Aðrar tekjur,Bátar undir 10 brl.,420
2013,1.3  Aðrar tekjur,Bátar 10-200 brl.,928
2013,1.3  Aðrar tekjur,Bátar > 200 brl.,1161
2013,1.3  Aðrar tekjur,Uppsjávarveiðiskip,383
2013,1.3  Aðrar tekjur,Ísfisktogarar,552
2013,1.3  Aðrar tekjur,Frystitogarar,1534
2013,2  Gjöld alls,Samtals,125872
2013,2  Gjöld alls,Bátar undir 10 brl.,6055
2013,2  Gjöld alls,Bátar 10-200 brl.,18381
2013,2  Gjöld alls,Bátar > 200 brl.,18759
2013,2  Gjöld alls,Uppsjávarveiðiskip,18059
2013,2  Gjöld alls,Ísfisktogarar,16970
2013,2  Gjöld alls,Frystitogarar,47649
2013,2.1  Aflahlutir,Samtals,42206
2013,2.1  Aflahlutir,Bátar undir 10 brl.,1234
2013,2.1  Aflahlutir,Bátar 10-200 brl.,5171
2013,2.1  Aflahlutir,Bátar > 200 brl.,5971
2013,2.1  Aflahlutir,Uppsjávarveiðiskip,6228
2013,2.1  Aflahlutir,Ísfisktogarar,5390
2013,2.1  Aflahlutir,Frystitogarar,18211
2013,2.2  Önnur laun,Samtals,6871
2013,2.2  Önnur laun,Bátar undir 10 brl.,292
2013,2.2  Önnur laun,Bátar 10-200 brl.,1641
2013,2.2  Önnur laun,Bátar > 200 brl.,1176
2013,2.2  Önnur laun,Uppsjávarveiðiskip,1066
2013,2.2  Önnur laun,Ísfisktogarar,804
2013,2.2  Önnur laun,Frystitogarar,1891
2013,2.3  Launatengd gjöld,Samtals,6955
2013,2.3  Launatengd gjöld,Bátar undir 10 brl.,271
2013,2.3  Launatengd gjöld,Bátar 10-200 brl.,804
2013,2.3  Launatengd gjöld,Bátar > 200 brl.,1256
2013,2.3  Launatengd gjöld,Uppsjávarveiðiskip,455
2013,2.3  Launatengd gjöld,Ísfisktogarar,1323
2013,2.3  Launatengd gjöld,Frystitogarar,2847
2013,2.4  Olíur,Samtals,17154
2013,2.4  Olíur,Bátar undir 10 brl.,625
2013,2.4  Olíur,Bátar 10-200 brl.,2041
2013,2.4  Olíur,Bátar > 200 brl.,2210
2013,2.4  Olíur,Uppsjávarveiðiskip,3062
2013,2.4  Olíur,Ísfisktogarar,2166
2013,2.4  Olíur,Frystitogarar,7051
2013,2.5  Veiðarfæri,Samtals,3936
2013,2.5  Veiðarfæri,Bátar undir 10 brl.,290
2013,2.5  Veiðarfæri,Bátar 10-200 brl.,518
2013,2.5  Veiðarfæri,Bátar > 200 brl.,527
2013,2.5  Veiðarfæri,Uppsjávarveiðiskip,885
2013,2.5  Veiðarfæri,Ísfisktogarar,388
2013,2.5  Veiðarfæri,Frystitogarar,1328
2013,2.6  Viðhald,Samtals,8683
2013,2.6  Viðhald,Bátar undir 10 brl.,600
2013,2.6  Viðhald,Bátar 10-200 brl.,1101
2013,2.6  Viðhald,Bátar > 200 brl.,1490
2013,2.6  Viðhald,Uppsjávarveiðiskip,1518
2013,2.6  Viðhald,Ísfisktogarar,1000
2013,2.6  Viðhald,Frystitogarar,2974
2013,2.7  Frystikostn. umbúðir og fl.,Samtals,1516
2013,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,-
2013,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,-
2013,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,-
2013,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,-
2013,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,-
2013,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,1516
2013,2.8  Flutningskostnaður,Samtals,1788
2013,2.8  Flutningskostnaður,Bátar undir 10 brl.,348
2013,2.8  Flutningskostnaður,Bátar 10-200 brl.,490
2013,2.8  Flutningskostnaður,Bátar > 200 brl.,124
2013,2.8  Flutningskostnaður,Uppsjávarveiðiskip,23
2013,2.8  Flutningskostnaður,Ísfisktogarar,85
2013,2.8  Flutningskostnaður,Frystitogarar,717
2013,2.9  Laun v/skrifstofu,Samtals,930
2013,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,-
2013,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,-
2013,2.9  Laun v/skrifstofu,Bátar > 200 brl.,157
2013,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,187
2013,2.9  Laun v/skrifstofu,Ísfisktogarar,117
2013,2.9  Laun v/skrifstofu,Frystitogarar,468
2013,2.10 Skrifst.kostnaður,Samtals,4259
2013,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,634
2013,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,1207
2013,2.10 Skrifst.kostnaður,Bátar > 200 brl.,1061
2013,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,140
2013,2.10 Skrifst.kostnaður,Ísfisktogarar,430
2013,2.10 Skrifst.kostnaður,Frystitogarar,787
2013,2.11  Tryggingar,Samtals,1555
2013,2.11  Tryggingar,Bátar undir 10 brl.,72
2013,2.11  Tryggingar,Bátar 10-200 brl.,227
2013,2.11  Tryggingar,Bátar > 200 brl.,234
2013,2.11  Tryggingar,Uppsjávarveiðiskip,329
2013,2.11  Tryggingar,Ísfisktogarar,196
2013,2.11  Tryggingar,Frystitogarar,497
2013,2.12 Sölukostnaður,Samtals,2063
2013,2.12 Sölukostnaður,Bátar undir 10 brl.,.
2013,2.12 Sölukostnaður,Bátar 10-200 brl.,108
2013,2.12 Sölukostnaður,Bátar > 200 brl.,279
2013,2.12 Sölukostnaður,Uppsjávarveiðiskip,71
2013,2.12 Sölukostnaður,Ísfisktogarar,804
2013,2.12 Sölukostnaður,Frystitogarar,801
2013,2.13 Löndunarkostnaður,Samtals,2484
2013,2.13 Löndunarkostnaður,Bátar undir 10 brl.,.
2013,2.13 Löndunarkostnaður,Bátar 10-200 brl.,103
2013,2.13 Löndunarkostnaður,Bátar > 200 brl.,395
2013,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,365
2013,2.13 Löndunarkostnaður,Ísfisktogarar,537
2013,2.13 Löndunarkostnaður,Frystitogarar,1084
2013,2.14 Kvótaleiga,Samtals,.
2013,2.14 Kvótaleiga,Bátar undir 10 brl.,.
2013,2.14 Kvótaleiga,Bátar 10-200 brl.,.
2013,2.14 Kvótaleiga,Bátar > 200 brl.,.
2013,2.14 Kvótaleiga,Uppsjávarveiðiskip,.
2013,2.14 Kvótaleiga,Ísfisktogarar,.
2013,2.14 Kvótaleiga,Frystitogarar,.
2013,2.15 Önnur gjöld,Samtals,25471
2013,2.15 Önnur gjöld,Bátar undir 10 brl.,1687
2013,2.15 Önnur gjöld,Bátar 10-200 brl.,4968
2013,2.15 Önnur gjöld,Bátar > 200 brl.,3878
2013,2.15 Önnur gjöld,Uppsjávarveiðiskip,3732
2013,2.15 Önnur gjöld,Ísfisktogarar,3729
2013,2.15 Önnur gjöld,Frystitogarar,7477
2013,Verg hlutdeild fjármagns (EBITDA),Samtals,31666
2013,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,661
2013,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,4294
2013,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,4689
2013,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,5294
2013,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,4288
2013,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,12439
2013,"EBITDA sem hlutfall af tekjum, %",Samtals,20.1
2013,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,9.8
2013,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,18.9
2013,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,20.0
2013,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,22.7
2013,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,20.2
2013,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,20.7
2013,Afskriftir,Samtals,7339
2013,Afskriftir,Bátar undir 10 brl.,723
2013,Afskriftir,Bátar 10-200 brl.,823
2013,Afskriftir,Bátar > 200 brl.,1266
2013,Afskriftir,Uppsjávarveiðiskip,2911
2013,Afskriftir,Ísfisktogarar,630
2013,Afskriftir,Frystitogarar,985
2013,Verðbreytingarfærsla og vextir,Samtals,-3657
2013,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,238
2013,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,-1100
2013,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,430
2013,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,58
2013,Verðbreytingarfærsla og vextir,Ísfisktogarar,-1265
2013,Verðbreytingarfærsla og vextir,Frystitogarar,-2018
2013,Hreinn hagnaður (EBT),Samtals,27985
2013,Hreinn hagnaður (EBT),Bátar undir 10 brl.,-299
2013,Hreinn hagnaður (EBT),Bátar 10-200 brl.,4571
2013,Hreinn hagnaður (EBT),Bátar > 200 brl.,2993
2013,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,2326
2013,Hreinn hagnaður (EBT),Ísfisktogarar,4922
2013,Hreinn hagnaður (EBT),Frystitogarar,13472
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,17.8
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,-4.5
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,20.2
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,12.8
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,10.0
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,23.2
2013,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,22.4
2013,"Árgreiðsla, 6%",Samtals,15308.0
2013,"Árgreiðsla, 6%",Bátar undir 10 brl.,1157.0
2013,"Árgreiðsla, 6%",Bátar 10-200 brl.,1806.0
2013,"Árgreiðsla, 6%",Bátar > 200 brl.,2532.0
2013,"Árgreiðsla, 6%",Uppsjávarveiðiskip,2965.0
2013,"Árgreiðsla, 6%",Ísfisktogarar,2013.0
2013,"Árgreiðsla, 6%",Frystitogarar,4835.0
2013,Hreinn hagnaður - árgreiðsla,Samtals,16358
2013,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-495
2013,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,2488
2013,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,2157
2013,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,2329
